,Gold Label Importance,Relative importance
0,2.325581395348845,47.72727272727273
1,13.953488372093025,42.04545454545455
2,-2.3255813953488302,50.0
3,-32.5581395348837,64.77272727272727
4,-2083.7209302325577,1067.0454545454545
5,-46.511627906976734,71.5909090909091
6,-13.953488372093013,55.68181818181818
7,-44.18604651162789,70.45454545454545
8,-44.18604651162789,70.45454545454545
9,-4.6511627906976605,51.13636363636363
10,6.97674418604652,45.45454545454545
11,-18.604651162790702,57.95454545454546
12,13.953488372093025,42.04545454545455
13,13.953488372093025,42.04545454545455
14,6.97674418604652,45.45454545454545
15,6.97674418604652,45.45454545454545
16,18.604651162790702,39.77272727272727
17,20.930232558139547,38.63636363636363
18,18.604651162790702,39.77272727272727
19,18.604651162790702,39.77272727272727
20,11.627906976744196,43.18181818181818
21,11.627906976744196,43.18181818181818
22,11.627906976744196,43.18181818181818
23,11.627906976744196,43.18181818181818
24,11.627906976744196,43.18181818181818
25,11.627906976744196,43.18181818181818
26,11.627906976744196,43.18181818181818
27,11.627906976744196,43.18181818181818
28,11.627906976744196,43.18181818181818
29,11.627906976744196,43.18181818181818
30,11.627906976744196,43.18181818181818
31,11.627906976744196,43.18181818181818
32,16.279069767441854,40.909090909090914
33,4.65116279069769,46.590909090909086
34,4.65116279069769,46.590909090909086
35,0.0,48.86363636363637
36,4.65116279069769,46.590909090909086
37,4.65116279069769,46.590909090909086
38,6.97674418604652,45.45454545454545
39,2.325581395348845,47.72727272727273
40,6.97674418604652,45.45454545454545
41,6.97674418604652,45.45454545454545
42,2.325581395348845,47.72727272727273
43,4.65116279069769,46.590909090909086
44,0.0,48.86363636363637
45,4.65116279069769,46.590909090909086
46,4.65116279069769,46.590909090909086
47,4.65116279069769,46.590909090909086
48,2.325581395348845,47.72727272727273
49,11.627906976744196,43.18181818181818
50,2.325581395348845,47.72727272727273
51,2.325581395348845,47.72727272727273
52,0.0,48.86363636363637
53,2.325581395348845,47.72727272727273
54,2.325581395348845,47.72727272727273
55,2.325581395348845,47.72727272727273
56,4.65116279069769,46.590909090909086
57,4.65116279069769,46.590909090909086
58,4.65116279069769,46.590909090909086
59,2.325581395348845,47.72727272727273
60,2.325581395348845,47.72727272727273
61,2.325581395348845,47.72727272727273
62,9.302325581395351,44.31818181818182
63,2.325581395348845,47.72727272727273
64,2.325581395348845,47.72727272727273
65,2.325581395348845,47.72727272727273
66,2.325581395348845,47.72727272727273
67,2.325581395348845,47.72727272727273
68,2.325581395348845,47.72727272727273
69,4.65116279069769,46.590909090909086
70,4.65116279069769,46.590909090909086
71,4.65116279069769,46.590909090909086
72,6.97674418604652,45.45454545454545
73,4.65116279069769,46.590909090909086
74,6.97674418604652,45.45454545454545
75,6.97674418604652,45.45454545454545
76,6.97674418604652,45.45454545454545
77,4.65116279069769,46.590909090909086
78,4.65116279069769,46.590909090909086
79,6.97674418604652,45.45454545454545
